"simulação","valor_final","retorno_percentual","drawdown_percentual"
390,10940.2661466458,9.40266146645774,20.681368331037
391,9107.25687461889,-8.92743125381107,23.1523439019034
392,9913.71790509175,-0.862820949082455,38.0300047846495
393,12986.808443816,29.86808443816,14.8092800629381
394,10792.7313695668,7.92731369566768,20.292242452285
395,11529.9185407756,15.2991854077563,18.2525362636753
396,16769.1625138139,67.6916251381387,11.770453606063
397,10187.6280638463,1.8762806384625,29.7636586302577
398,11705.5574656512,17.0555746565115,29.1427502482541
399,9115.94054959223,-8.84059450407767,33.8324946056712
400,13157.4262032316,31.5742620323157,9.58018154741161
401,11015.7512611252,10.1575126112524,20.6652730810358
402,14489.1669566605,44.8916695666048,14.6250555757208
403,13783.1821865471,37.8318218654708,18.9901185602191
404,8410.0224483923,-15.899775516077,29.3422230317192
405,11559.5179818628,15.5951798186284,28.173557162471
406,12386.7634367181,23.8676343671814,19.7173898040366
407,15999.7355252321,59.9973552523211,13.257111999495
408,20204.8267869211,102.048267869211,16.1459367053929
409,12214.4256779779,22.1442567797794,24.0686222865392
410,9510.14259365465,-4.89857406345351,19.0828813779153
411,8238.23291398546,-17.6176708601454,24.8105093125495
412,10158.26134479,1.58261344790014,22.4292327375354
413,13778.3419857918,37.7834198579179,27.9482584709876
414,10695.9592441384,6.95959244138358,22.4578315441536
415,7014.41915969596,-29.8558084030404,30.7135178387789
416,13436.8618287866,34.3686182878658,16.5445008501403
417,14110.2352903794,41.1023529037941,14.3011193090166
418,11905.0280332701,19.0502803327008,21.2346880559505
419,11487.7378018619,14.8773780186186,16.6283168698898
420,13089.7160129027,30.8971601290268,19.7587756748832
421,5668.35052275567,-43.3164947724433,49.981868047418
422,8856.7409411924,-11.4325905880759,41.6457679620985
423,8712.12192667185,-12.8787807332815,24.1693584978274
424,11211.4992445953,12.1149924459527,25.1985260340517
425,16802.2807527459,68.0228075274591,12.2678349038859
426,9938.21848834854,-0.617815116514553,34.7163156776443
427,15471.9132304555,54.7191323045549,20.1801156369518
428,12103.4390373521,21.0343903735213,20.2095484361198
429,11129.2127628263,11.2921276282632,23.1479280520615
430,14193.8424874471,41.9384248744709,19.0185708723036
431,9725.03275010786,-2.74967249892144,30.7146985242178
432,15927.0585872591,59.2705858725906,19.9129076516369
433,11258.9808172357,12.5898081723573,22.315072428073
434,13476.2991839591,34.7629918395906,26.2063886108517
435,10425.2659789847,4.2526597898475,20.7063169491968
436,9339.17361362616,-6.60826386373841,32.2961910946822
437,9570.86628326584,-4.2913371673416,21.0301024988271
438,13065.7084270597,30.6570842705974,21.9050040378104
439,7123.03849878245,-28.7696150121755,50.5164729091732
440,10798.1672384703,7.98167238470318,31.0434247656284
441,12209.191539907,22.0919153990695,19.3095299780564
442,9832.79907275088,-1.67200927249124,28.2695405642003
443,12220.5468689264,22.2054686892645,21.9676100002734
444,8242.80005699711,-17.5719994300289,41.7937858798525
445,13192.3348767079,31.9233487670795,16.0394808574778
446,9760.82626582283,-2.39173734177166,22.5082963429957
447,12917.2527122831,29.1725271228309,16.7952293614143
448,7668.25667000807,-23.3174332999193,37.2667514518588
449,11132.8439908793,11.3284399087934,29.1081101022837
450,13879.4686365592,38.7946863655918,13.2506707819445
451,16193.4704095687,61.9347040956873,17.9450026644815
452,16082.0882988088,60.8208829880883,9.82629006228662
453,10623.9946390815,6.23994639081507,30.8701677080018
454,7368.12471902565,-26.3187528097435,35.5226812657202
455,8518.35056661796,-14.8164943338204,22.594930093683
456,17718.7046126986,77.187046126986,12.4149491711963
457,8943.3888294754,-10.566111705246,28.1342759089204
458,16763.3294578431,67.6332945784312,12.1608026911052
459,15124.7147976084,51.2471479760839,18.8613386544641
460,24712.3841016468,147.123841016468,21.1576577666846
461,7342.19425720668,-26.5780574279332,41.1359086687241
462,9649.49541748844,-3.50504582511557,42.0373297811357
